epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202114,2021-04-05,356,RJ,Mendes,3302809,city,1300,6971.25697,0,8,0,0.0062,18648,False,False
202114,2021-04-05,369,RJ,Mesquita,3302858,city,2670,1512.15672,4,298,0,0.1116,176569,False,False
202114,2021-04-05,383,RJ,Miguel Pereira,3302908,city,1540,6020.09304,1,39,1,0.0253,25581,False,False
202114,2021-04-05,341,RJ,Miracema,3303005,city,1683,6197.98188,0,11,0,0.0065,27154,False,False
202114,2021-04-05,333,RJ,Natividade,3303104,city,1015,6629.22082,0,14,0,0.0138,15311,False,False
202114,2021-04-05,368,RJ,Nilópolis,3303203,city,2705,1662.64068,1,337,0,0.1246,162693,False,False
202114,2021-04-05,390,RJ,Niterói,3303302,city,31355,6084.60423,29,1280,0,0.0408,515317,False,False
202114,2021-04-05,367,RJ,Nova Friburgo,3303401,city,12800,6696.03156,56,357,0,0.0279,191158,False,False
202114,2021-04-05,374,RJ,Nova Iguaçu,3303500,city,13729,1667.55334,46,1148,0,0.0836,823302,False,False
202114,2021-04-05,361,RJ,Paracambi,3303609,city,1947,3695.68931,0,68,0,0.0349,52683,False,False
202114,2021-04-05,367,RJ,Paraíba do Sul,3303708,city,3547,7967.56368,1,107,0,0.0302,44518,False,False
202114,2021-04-05,362,RJ,Paraty,3303807,city,1848,4230.76923,16,46,0,0.0249,43680,False,False
202114,2021-04-05,362,RJ,Paty do Alferes,3303856,city,1297,4655.75418,0,26,0,0.02,27858,False,False
202114,2021-04-05,381,RJ,Petrópolis,3303906,city,7351,2396.97663,28,675,0,0.0918,306678,False,False
202114,2021-04-05,353,RJ,Pinheiral,3303955,city,2038,8035.01025,0,43,0,0.0211,25364,False,False
202114,2021-04-05,359,RJ,Piraí,3304003,city,2874,9727.53427,30,29,0,0.0101,29545,False,False
202114,2021-04-05,368,RJ,Porciúncula,3304102,city,1848,9746.83544,0,55,0,0.0298,18960,False,False
202114,2021-04-05,364,RJ,Porto Real,3304110,city,1152,5767.49775,0,27,0,0.0234,19974,False,False
202114,2021-04-05,364,RJ,Quatis,3304128,city,528,3657.77624,0,8,0,0.0152,14435,False,False
202114,2021-04-05,372,RJ,Queimados,3304144,city,4052,2677.50355,1,125,0,0.0308,151335,False,False
202114,2021-04-05,356,RJ,Quissamã,3304151,city,1791,7128.0745,9,38,0,0.0212,25126,False,False
202114,2021-04-05,377,RJ,Resende,3304201,city,8947,6762.04728,0,234,0,0.0262,132312,False,False
202114,2021-04-05,372,RJ,Rio Bonito,3304300,city,4112,6788.50313,2,129,0,0.0314,60573,False,False
202114,2021-04-05,325,RJ,Rio Claro,3304409,city,1028,5525.3964,0,37,0,0.036,18605,False,False
202114,2021-04-05,363,RJ,Rio das Flores,3304508,city,111,1187.92808,0,8,0,0.0721,9344,False,False
202114,2021-04-05,373,RJ,Rio das Ostras,3304524,city,6078,3916.41376,2,249,0,0.041,155193,False,False
202114,2021-04-05,396,RJ,Rio de Janeiro,3304557,city,230662,3418.32134,212,20989,2,0.091,6747815,False,False
202114,2021-04-05,345,RJ,Santa Maria Madalena,3304607,city,211,2030.40801,0,5,0,0.0237,10392,False,False
202114,2021-04-05,351,RJ,Santo Antônio de Pádua,3304706,city,3185,7477.579,0,74,0,0.0232,42594,False,False
202114,2021-04-05,359,RJ,São Fidélis,3304805,city,440,1136.65719,1,39,0,0.0886,38710,False,False
202114,2021-04-05,361,RJ,São Francisco de Itabapoana,3304755,city,1183,2802.6534,0,52,0,0.044,42210,False,False
202114,2021-04-05,379,RJ,São Gonçalo,3304904,city,35569,3258.0191,176,1666,0,0.0468,1091737,False,False
202114,2021-04-05,366,RJ,São João da Barra,3305000,city,3062,8406.77594,1,15,0,0.0049,36423,False,False
202114,2021-04-05,372,RJ,São João de Meriti,3305109,city,6992,1478.51793,8,751,0,0.1074,472906,False,False
202114,2021-04-05,345,RJ,São José de Ubá,3305133,city,269,3733.00028,0,5,0,0.0186,7206,False,False
202114,2021-04-05,344,RJ,São José do Vale do Rio Preto,3305158,city,1401,6392.58989,2,23,0,0.0164,21916,False,False
202114,2021-04-05,371,RJ,São Pedro da Aldeia,3305208,city,3077,2901.48893,4,136,0,0.0442,106049,False,False
202114,2021-04-05,347,RJ,São Sebastião do Alto,3305307,city,304,3238.52136,0,13,0,0.0428,9387,False,False
202114,2021-04-05,364,RJ,Sapucaia,3305406,city,2181,11951.3398,0,68,0,0.0312,18249,False,False
202114,2021-04-05,359,RJ,Saquarema,3305505,city,2031,2242.14257,10,156,0,0.0768,90583,False,False
202114,2021-04-05,373,RJ,Seropédica,3305554,city,1599,1924.37298,6,124,0,0.0775,83092,False,False
202114,2021-04-05,356,RJ,Silva Jardim,3305604,city,869,3990.99844,3,14,0,0.0161,21774,False,False
202114,2021-04-05,362,RJ,Sumidouro,3305703,city,714,4557.34984,0,23,0,0.0322,15667,False,False
202114,2021-04-05,366,RJ,Tanguá,3305752,city,2109,6093.61456,3,75,0,0.0356,34610,False,False
202114,2021-04-05,372,RJ,Teresópolis,3305802,city,20535,11145.7881,0,525,0,0.0256,184240,False,False
202114,2021-04-05,366,RJ,Trajano de Moraes,3305901,city,301,2828.94737,0,2,0,0.0066,10640,False,False
202114,2021-04-05,368,RJ,Três Rios,3306008,city,7383,8988.09379,17,157,0,0.0213,82142,False,False
202114,2021-04-05,377,RJ,Valença,3306107,city,2380,3096.17661,10,84,0,0.0353,76869,False,False
202114,2021-04-05,323,RJ,Varre-Sai,3306156,city,1711,15406.0868,0,5,0,0.0029,11106,False,False
202114,2021-04-05,348,RJ,Vassouras,3306206,city,1661,4479.14139,0,32,0,0.0193,37083,False,False
202114,2021-04-05,378,RJ,Volta Redonda,3306305,city,22509,8215.3233,7,594,1,0.0264,273988,False,False
202114,2021-04-05,397,RJ,,33,state,659237,3796.09481,797,37693,6,0.0572,17366189,False,False
202114,2021-04-04,371,RJ,Angra dos Reis,3300100,city,11556,5581.42231,1,358,0,0.031,207044,False,False
202114,2021-04-04,347,RJ,Aperibé,3300159,city,353,2966.1373,0,15,0,0.0425,11901,False,False
202114,2021-04-04,367,RJ,Araruama,3300209,city,4124,3070.89722,5,181,1,0.0439,134293,False,False
202114,2021-04-04,355,RJ,Areal,3300225,city,575,4538.63762,24,26,0,0.0452,12669,False,False
202114,2021-04-04,356,RJ,Armação dos Búzios,3300233,city,3109,9017.60594,31,30,0,0.0096,34477,False,False
202114,2021-04-04,369,RJ,Arraial do Cabo,3300258,city,539,1761.84094,2,13,0,0.0241,30593,False,False
202114,2021-04-04,367,RJ,Barra do Piraí,3300308,city,4065,4034.17887,2,189,0,0.0465,100764,False,False
202114,2021-04-04,396,RJ,Barra Mansa,3300407,city,11550,6248.88413,8,323,0,0.028,184833,False,False
202114,2021-04-04,375,RJ,Belford Roxo,3300456,city,17944,3497.05136,5,461,0,0.0257,513118,False,False
202114,2021-04-04,363,RJ,Bom Jardim,3300506,city,772,2795.48088,2,21,0,0.0272,27616,False,False
202114,2021-04-04,360,RJ,Bom Jesus do Itabapoana,3300605,city,2333,6270.99965,0,56,0,0.024,37203,False,False
202114,2021-04-04,363,RJ,Cabo Frio,3300704,city,8661,3759.47356,5,396,0,0.0457,230378,False,False
202114,2021-04-04,360,RJ,Cachoeiras de Macacu,3300803,city,2140,3608.58641,0,66,0,0.0308,59303,False,False
202114,2021-04-04,326,RJ,Cambuci,3300902,city,612,3944.82403,3,16,0,0.0261,15514,False,False
202114,2021-04-04,377,RJ,Campos dos Goytacazes,3301009,city,20183,3948.40835,24,827,5,0.041,511168,False,False
202114,2021-04-04,361,RJ,Cantagalo,3301108,city,1726,8558.11186,7,10,0,0.0058,20168,False,False
202114,2021-04-04,355,RJ,Carapebus,3300936,city,1214,7319.42602,12,6,0,0.0049,16586,False,False
202114,2021-04-04,332,RJ,Cardoso Moreira,3301157,city,961,7495.51517,4,8,0,0.0083,12821,False,False
202114,2021-04-04,338,RJ,Carmo,3301207,city,1529,8034.68208,3,15,0,0.0098,19030,False,False
202114,2021-04-04,363,RJ,Casimiro de Abreu,3301306,city,3070,6816.01208,0,86,0,0.028,45041,False,False
202114,2021-04-04,322,RJ,Comendador Levy Gasparian,3300951,city,407,4745.80224,0,5,0,0.0123,8576,False,False
202114,2021-04-04,348,RJ,Conceição de Macabu,3301405,city,1672,7145.90991,11,47,0,0.0281,23398,False,False
202114,2021-04-04,344,RJ,Cordeiro,3301504,city,1835,8325.39358,4,6,0,0.0033,22041,False,False
202114,2021-04-04,313,RJ,Duas Barras,3301603,city,155,1344.55239,0,5,0,0.0323,11528,False,False
202114,2021-04-04,377,RJ,Duque de Caxias,3301702,city,17352,1876.65473,23,1135,1,0.0654,924624,False,False
202114,2021-04-04,335,RJ,Engenheiro Paulo de Frontin,3301801,city,1135,8066.23552,0,29,0,0.0256,14071,False,False
202114,2021-04-04,383,RJ,Guapimirim,3301850,city,4084,6652.76601,1,130,0,0.0318,61388,False,False
202114,2021-04-04,367,RJ,Iguaba Grande,3301876,city,2779,9636.92478,1,70,0,0.0252,28837,False,False
202114,2021-04-04,380,RJ,Importados/Indefinidos,,city,0,,0,0,0,0.0,,False,False
202114,2021-04-04,374,RJ,Itaboraí,3301900,city,7327,3020.90763,5,487,2,0.0665,242543,False,False
202114,2021-04-04,368,RJ,Itaguaí,3302007,city,4230,3137.53996,1,218,0,0.0515,134819,False,False
202114,2021-04-04,343,RJ,Italva,3302056,city,428,2797.56847,0,16,0,0.0374,15299,False,False
202114,2021-04-04,339,RJ,Itaocara,3302106,city,1540,6631.64241,0,63,0,0.0409,23222,False,False
202114,2021-04-04,365,RJ,Itaperuna,3302205,city,5792,5579.96146,4,146,0,0.0252,103800,False,False
202114,2021-04-04,360,RJ,Itatiaia,3302254,city,893,2785.05489,0,31,0,0.0347,32064,False,False
202114,2021-04-04,363,RJ,Japeri,3302270,city,907,859.32467,0,56,0,0.0617,105548,False,False
202114,2021-04-04,329,RJ,Laje do Muriaé,3302304,city,490,6688.50669,0,5,0,0.0102,7326,False,False
202114,2021-04-04,370,RJ,Macaé,3302403,city,19719,7540.69774,70,381,0,0.0193,261501,False,False
202114,2021-04-04,347,RJ,Macuco,3302452,city,656,11666.37026,11,4,0,0.0061,5623,False,False
202114,2021-04-04,368,RJ,Magé,3302502,city,9266,3760.04837,26,375,0,0.0405,246433,False,False
202114,2021-04-04,373,RJ,Mangaratiba,3302601,city,2219,4907.12074,47,68,0,0.0306,45220,False,False
202114,2021-04-04,372,RJ,Maricá,3302700,city,7540,4583.47517,1,288,0,0.0382,164504,False,False
202114,2021-04-04,355,RJ,Mendes,3302809,city,1300,6971.25697,0,8,0,0.0062,18648,False,False
202114,2021-04-04,368,RJ,Mesquita,3302858,city,2666,1509.89132,10,298,1,0.1118,176569,False,False
202114,2021-04-04,382,RJ,Miguel Pereira,3302908,city,1539,6016.18389,3,38,0,0.0247,25581,False,False
202114,2021-04-04,340,RJ,Miracema,3303005,city,1683,6197.98188,0,11,0,0.0065,27154,False,False
202114,2021-04-04,332,RJ,Natividade,3303104,city,1015,6629.22082,2,14,0,0.0138,15311,False,False
202114,2021-04-04,367,RJ,Nilópolis,3303203,city,2704,1662.02602,3,337,0,0.1246,162693,False,False
202114,2021-04-04,389,RJ,Niterói,3303302,city,31326,6078.97663,27,1280,0,0.0409,515317,False,False
202114,2021-04-04,366,RJ,Nova Friburgo,3303401,city,12744,6666.73642,180,357,0,0.028,191158,False,False
202114,2021-04-04,373,RJ,Nova Iguaçu,3303500,city,13683,1661.96608,28,1148,1,0.0839,823302,False,False
202114,2021-04-04,360,RJ,Paracambi,3303609,city,1947,3695.68931,0,68,0,0.0349,52683,False,False
202114,2021-04-04,366,RJ,Paraíba do Sul,3303708,city,3546,7965.3174,15,107,0,0.0302,44518,False,False
202114,2021-04-04,361,RJ,Paraty,3303807,city,1832,4194.13919,18,46,0,0.0251,43680,False,False
202114,2021-04-04,361,RJ,Paty do Alferes,3303856,city,1297,4655.75418,1,26,1,0.02,27858,False,False
202114,2021-04-04,380,RJ,Petrópolis,3303906,city,7323,2387.84654,18,675,0,0.0922,306678,False,False
202114,2021-04-04,352,RJ,Pinheiral,3303955,city,2038,8035.01025,3,43,1,0.0211,25364,False,False
202114,2021-04-04,358,RJ,Piraí,3304003,city,2844,9625.99425,15,29,0,0.0102,29545,False,False
202114,2021-04-04,367,RJ,Porciúncula,3304102,city,1848,9746.83544,0,55,0,0.0298,18960,False,False
202114,2021-04-04,363,RJ,Porto Real,3304110,city,1152,5767.49775,0,27,0,0.0234,19974,False,False
202114,2021-04-04,363,RJ,Quatis,3304128,city,528,3657.77624,0,8,0,0.0152,14435,False,False
202114,2021-04-04,371,RJ,Queimados,3304144,city,4051,2676.84277,0,125,0,0.0309,151335,False,False
202114,2021-04-04,355,RJ,Quissamã,3304151,city,1782,7092.25503,3,38,0,0.0213,25126,False,False
202114,2021-04-04,376,RJ,Resende,3304201,city,8947,6762.04728,0,234,0,0.0262,132312,False,False
202114,2021-04-04,371,RJ,Rio Bonito,3304300,city,4110,6785.20133,4,129,0,0.0314,60573,False,False
202114,2021-04-04,324,RJ,Rio Claro,3304409,city,1028,5525.3964,1,37,0,0.036,18605,False,False
202114,2021-04-04,362,RJ,Rio das Flores,3304508,city,111,1187.92808,0,8,0,0.0721,9344,False,False
202114,2021-04-04,372,RJ,Rio das Ostras,3304524,city,6076,3915.12504,4,249,0,0.041,155193,False,False
202114,2021-04-04,395,RJ,Rio de Janeiro,3304557,city,230450,3415.17958,522,20987,32,0.0911,6747815,False,False
202114,2021-04-04,344,RJ,Santa Maria Madalena,3304607,city,211,2030.40801,0,5,0,0.0237,10392,False,False
202114,2021-04-04,350,RJ,Santo Antônio de Pádua,3304706,city,3185,7477.579,1,74,0,0.0232,42594,False,False
202114,2021-04-04,358,RJ,São Fidélis,3304805,city,439,1134.07388,3,39,0,0.0888,38710,False,False
202114,2021-04-04,360,RJ,São Francisco de Itabapoana,3304755,city,1183,2802.6534,0,52,0,0.044,42210,False,False
202114,2021-04-04,378,RJ,São Gonçalo,3304904,city,35393,3241.898,18,1666,1,0.0471,1091737,False,False
202114,2021-04-04,365,RJ,São João da Barra,3305000,city,3061,8404.03042,0,15,0,0.0049,36423,False,False
202114,2021-04-04,371,RJ,São João de Meriti,3305109,city,6984,1476.82626,31,751,0,0.1075,472906,False,False
202114,2021-04-04,344,RJ,São José de Ubá,3305133,city,269,3733.00028,0,5,0,0.0186,7206,False,False
202114,2021-04-04,343,RJ,São José do Vale do Rio Preto,3305158,city,1399,6383.46414,4,23,0,0.0164,21916,False,False
202114,2021-04-04,370,RJ,São Pedro da Aldeia,3305208,city,3073,2897.71709,1,136,0,0.0443,106049,False,False
202114,2021-04-04,346,RJ,São Sebastião do Alto,3305307,city,304,3238.52136,0,13,0,0.0428,9387,False,False
202114,2021-04-04,363,RJ,Sapucaia,3305406,city,2181,11951.3398,0,68,0,0.0312,18249,False,False
202114,2021-04-04,358,RJ,Saquarema,3305505,city,2021,2231.10297,1,156,0,0.0772,90583,False,False
202114,2021-04-04,372,RJ,Seropédica,3305554,city,1593,1917.15207,1,124,1,0.0778,83092,False,False
202114,2021-04-04,355,RJ,Silva Jardim,3305604,city,866,3977.22054,1,14,0,0.0162,21774,False,False
202114,2021-04-04,361,RJ,Sumidouro,3305703,city,714,4557.34984,1,23,0,0.0322,15667,False,False
202114,2021-04-04,365,RJ,Tanguá,3305752,city,2106,6084.94655,0,75,0,0.0356,34610,False,False
202114,2021-04-04,371,RJ,Teresópolis,3305802,city,20535,11145.7881,1,525,0,0.0256,184240,False,False
202114,2021-04-04,365,RJ,Trajano de Moraes,3305901,city,301,2828.94737,1,2,0,0.0066,10640,False,False
202114,2021-04-04,367,RJ,Três Rios,3306008,city,7366,8967.39792,0,157,0,0.0213,82142,False,False
202114,2021-04-04,376,RJ,Valença,3306107,city,2370,3083.16747,8,84,5,0.0354,76869,False,False
202114,2021-04-04,322,RJ,Varre-Sai,3306156,city,1711,15406.0868,0,5,0,0.0029,11106,False,False
202114,2021-04-04,347,RJ,Vassouras,3306206,city,1661,4479.14139,0,32,0,0.0193,37083,False,False
202114,2021-04-04,377,RJ,Volta Redonda,3306305,city,22502,8212.76844,29,593,6,0.0264,273988,False,False
202114,2021-04-04,396,RJ,,33,state,658440,3791.50544,1301,37687,58,0.0572,17366189,False,False
202113,2021-04-03,370,RJ,Angra dos Reis,3300100,city,11555,5580.93932,82,358,0,0.031,207044,False,False
202113,2021-04-03,346,RJ,Aperibé,3300159,city,353,2966.1373,1,15,0,0.0425,11901,False,False
202113,2021-04-03,366,RJ,Araruama,3300209,city,4119,3067.17402,31,180,5,0.0437,134293,False,False
202113,2021-04-03,354,RJ,Areal,3300225,city,551,4349.19883,13,26,4,0.0472,12669,False,False
202113,2021-04-03,355,RJ,Armação dos Búzios,3300233,city,3078,8927.69092,48,30,1,0.0097,34477,False,False
202113,2021-04-03,368,RJ,Arraial do Cabo,3300258,city,537,1755.3035,3,13,1,0.0242,30593,False,False
202113,2021-04-03,366,RJ,Barra do Piraí,3300308,city,4063,4032.19404,5,189,0,0.0465,100764,False,False
202113,2021-04-03,395,RJ,Barra Mansa,3300407,city,11542,6244.5559,103,323,5,0.028,184833,False,False
202113,2021-04-03,374,RJ,Belford Roxo,3300456,city,17939,3496.07693,16,461,0,0.0257,513118,False,False
202113,2021-04-03,362,RJ,Bom Jardim,3300506,city,770,2788.2387,2,21,0,0.0273,27616,False,False
202113,2021-04-03,359,RJ,Bom Jesus do Itabapoana,3300605,city,2333,6270.99965,2,56,1,0.024,37203,False,False
202113,2021-04-03,362,RJ,Cabo Frio,3300704,city,8656,3757.30321,65,396,8,0.0457,230378,False,False
202113,2021-04-03,359,RJ,Cachoeiras de Macacu,3300803,city,2140,3608.58641,32,66,1,0.0308,59303,False,False
202113,2021-04-03,325,RJ,Cambuci,3300902,city,609,3925.48666,11,16,1,0.0263,15514,False,False
202113,2021-04-03,376,RJ,Campos dos Goytacazes,3301009,city,20159,3943.71322,201,822,5,0.0408,511168,False,False
202113,2021-04-03,360,RJ,Cantagalo,3301108,city,1719,8523.40341,23,10,0,0.0058,20168,False,False
202113,2021-04-03,354,RJ,Carapebus,3300936,city,1202,7247.07585,0,6,0,0.005,16586,False,False
202113,2021-04-03,331,RJ,Cardoso Moreira,3301157,city,957,7464.31636,26,8,1,0.0084,12821,False,False
202113,2021-04-03,337,RJ,Carmo,3301207,city,1526,8018.9175,33,15,0,0.0098,19030,False,False
202113,2021-04-03,362,RJ,Casimiro de Abreu,3301306,city,3070,6816.01208,4,86,3,0.028,45041,False,False
202113,2021-04-03,321,RJ,Comendador Levy Gasparian,3300951,city,407,4745.80224,14,5,0,0.0123,8576,False,False
202113,2021-04-03,347,RJ,Conceição de Macabu,3301405,city,1661,7098.89734,4,47,1,0.0283,23398,False,False
202113,2021-04-03,343,RJ,Cordeiro,3301504,city,1831,8307.24559,6,6,0,0.0033,22041,False,False
202113,2021-04-03,312,RJ,Duas Barras,3301603,city,155,1344.55239,0,5,0,0.0323,11528,False,False
202113,2021-04-03,376,RJ,Duque de Caxias,3301702,city,17329,1874.16723,155,1134,8,0.0654,924624,False,False
202113,2021-04-03,334,RJ,Engenheiro Paulo de Frontin,3301801,city,1135,8066.23552,42,29,0,0.0256,14071,False,False
202113,2021-04-03,382,RJ,Guapimirim,3301850,city,4083,6651.13703,9,130,2,0.0318,61388,False,False
202113,2021-04-03,366,RJ,Iguaba Grande,3301876,city,2778,9633.45702,56,70,2,0.0252,28837,False,False
202113,2021-04-03,379,RJ,Importados/Indefinidos,,city,0,,0,0,0,0.0,,False,False
202113,2021-04-03,373,RJ,Itaboraí,3301900,city,7322,3018.84614,47,485,7,0.0662,242543,False,False
202113,2021-04-03,367,RJ,Itaguaí,3302007,city,4229,3136.79823,74,218,1,0.0515,134819,False,False
202113,2021-04-03,342,RJ,Italva,3302056,city,428,2797.56847,0,16,0,0.0374,15299,False,False
202113,2021-04-03,338,RJ,Itaocara,3302106,city,1540,6631.64241,8,63,1,0.0409,23222,False,False
202113,2021-04-03,364,RJ,Itaperuna,3302205,city,5788,5576.1079,22,146,0,0.0252,103800,False,False
202113,2021-04-03,359,RJ,Itatiaia,3302254,city,893,2785.05489,5,31,1,0.0347,32064,False,False
202113,2021-04-03,362,RJ,Japeri,3302270,city,907,859.32467,2,56,0,0.0617,105548,False,False
202113,2021-04-03,328,RJ,Laje do Muriaé,3302304,city,490,6688.50669,0,5,0,0.0102,7326,False,False
202113,2021-04-03,369,RJ,Macaé,3302403,city,19649,7513.9292,221,381,11,0.0194,261501,False,False
202113,2021-04-03,346,RJ,Macuco,3302452,city,645,11470.74515,1,4,0,0.0062,5623,False,False
202113,2021-04-03,367,RJ,Magé,3302502,city,9240,3749.49784,125,375,2,0.0406,246433,False,False
202113,2021-04-03,372,RJ,Mangaratiba,3302601,city,2172,4803.18443,43,68,1,0.0313,45220,False,False
202113,2021-04-03,371,RJ,Maricá,3302700,city,7539,4582.86729,66,288,9,0.0382,164504,False,False
202113,2021-04-03,354,RJ,Mendes,3302809,city,1300,6971.25697,2,8,2,0.0062,18648,False,False
202113,2021-04-03,367,RJ,Mesquita,3302858,city,2656,1504.22781,19,297,7,0.1118,176569,False,False
202113,2021-04-03,381,RJ,Miguel Pereira,3302908,city,1536,6004.45643,17,38,1,0.0247,25581,False,False
202113,2021-04-03,339,RJ,Miracema,3303005,city,1683,6197.98188,3,11,1,0.0065,27154,False,False
202113,2021-04-03,331,RJ,Natividade,3303104,city,1013,6616.15832,3,14,0,0.0138,15311,False,False
202113,2021-04-03,366,RJ,Nilópolis,3303203,city,2701,1660.18206,13,337,1,0.1248,162693,False,False
202113,2021-04-03,388,RJ,Niterói,3303302,city,31299,6073.73714,25,1280,0,0.0409,515317,False,False
202113,2021-04-03,365,RJ,Nova Friburgo,3303401,city,12564,6572.57347,228,357,4,0.0284,191158,False,False
202113,2021-04-03,372,RJ,Nova Iguaçu,3303500,city,13655,1658.56514,71,1147,11,0.084,823302,False,False
202113,2021-04-03,359,RJ,Paracambi,3303609,city,1947,3695.68931,28,68,1,0.0349,52683,False,False
202113,2021-04-03,365,RJ,Paraíba do Sul,3303708,city,3531,7931.62316,48,107,0,0.0303,44518,False,False
202113,2021-04-03,360,RJ,Paraty,3303807,city,1814,4152.9304,14,46,0,0.0254,43680,False,False
202113,2021-04-03,360,RJ,Paty do Alferes,3303856,city,1296,4652.16455,10,25,0,0.0193,27858,False,False
202113,2021-04-03,379,RJ,Petrópolis,3303906,city,7305,2381.97719,27,675,3,0.0924,306678,False,False
202113,2021-04-03,351,RJ,Pinheiral,3303955,city,2035,8023.18246,10,42,0,0.0206,25364,False,False
202113,2021-04-03,357,RJ,Piraí,3304003,city,2829,9575.22423,38,29,0,0.0103,29545,False,False
202113,2021-04-03,366,RJ,Porciúncula,3304102,city,1848,9746.83544,1,55,0,0.0298,18960,False,False
202113,2021-04-03,362,RJ,Porto Real,3304110,city,1152,5767.49775,0,27,0,0.0234,19974,False,False
202113,2021-04-03,362,RJ,Quatis,3304128,city,528,3657.77624,0,8,0,0.0152,14435,False,False
202113,2021-04-03,370,RJ,Queimados,3304144,city,4051,2676.84277,4,125,0,0.0309,151335,False,False
202113,2021-04-03,354,RJ,Quissamã,3304151,city,1779,7080.31521,32,38,1,0.0214,25126,False,False
202113,2021-04-03,375,RJ,Resende,3304201,city,8947,6762.04728,8,234,5,0.0262,132312,False,False
202113,2021-04-03,370,RJ,Rio Bonito,3304300,city,4106,6778.59773,18,129,0,0.0314,60573,False,False
202113,2021-04-03,323,RJ,Rio Claro,3304409,city,1027,5520.0215,2,37,0,0.036,18605,False,False
202113,2021-04-03,361,RJ,Rio das Flores,3304508,city,111,1187.92808,1,8,1,0.0721,9344,False,False
202113,2021-04-03,371,RJ,Rio das Ostras,3304524,city,6072,3912.5476,47,249,9,0.041,155193,False,False
202113,2021-04-03,394,RJ,Rio de Janeiro,3304557,city,229928,3407.44374,878,20955,164,0.0911,6747815,False,False
202113,2021-04-03,343,RJ,Santa Maria Madalena,3304607,city,211,2030.40801,0,5,0,0.0237,10392,False,False
202113,2021-04-03,349,RJ,Santo Antônio de Pádua,3304706,city,3184,7475.23125,16,74,15,0.0232,42594,False,False
202113,2021-04-03,357,RJ,São Fidélis,3304805,city,436,1126.32395,5,39,0,0.0894,38710,False,False
202113,2021-04-03,359,RJ,São Francisco de Itabapoana,3304755,city,1183,2802.6534,12,52,1,0.044,42210,False,False
202113,2021-04-03,377,RJ,São Gonçalo,3304904,city,35375,3240.24925,274,1665,16,0.0471,1091737,False,False
202113,2021-04-03,364,RJ,São João da Barra,3305000,city,3061,8404.03042,56,15,0,0.0049,36423,False,False
202113,2021-04-03,370,RJ,São João de Meriti,3305109,city,6953,1470.27105,80,751,40,0.108,472906,False,False
202113,2021-04-03,343,RJ,São José de Ubá,3305133,city,269,3733.00028,0,5,0,0.0186,7206,False,False
202113,2021-04-03,342,RJ,São José do Vale do Rio Preto,3305158,city,1395,6365.21263,1,23,0,0.0165,21916,False,False
202113,2021-04-03,369,RJ,São Pedro da Aldeia,3305208,city,3072,2896.77413,18,136,3,0.0443,106049,False,False
202113,2021-04-03,345,RJ,São Sebastião do Alto,3305307,city,304,3238.52136,0,13,0,0.0428,9387,False,False
202113,2021-04-03,362,RJ,Sapucaia,3305406,city,2181,11951.3398,15,68,0,0.0312,18249,False,False
202113,2021-04-03,357,RJ,Saquarema,3305505,city,2020,2229.99901,3,156,0,0.0772,90583,False,False
202113,2021-04-03,371,RJ,Seropédica,3305554,city,1592,1915.94859,6,123,1,0.0773,83092,False,False
202113,2021-04-03,354,RJ,Silva Jardim,3305604,city,865,3972.6279,2,14,1,0.0162,21774,False,False
202113,2021-04-03,360,RJ,Sumidouro,3305703,city,713,4550.967,2,23,0,0.0323,15667,False,False
202113,2021-04-03,364,RJ,Tanguá,3305752,city,2106,6084.94655,12,75,0,0.0356,34610,False,False
202113,2021-04-03,370,RJ,Teresópolis,3305802,city,20534,11145.24533,108,525,23,0.0256,184240,False,False
202113,2021-04-03,364,RJ,Trajano de Moraes,3305901,city,300,2819.54887,1,2,0,0.0067,10640,False,False
202113,2021-04-03,366,RJ,Três Rios,3306008,city,7366,8967.39792,10,157,0,0.0213,82142,False,False
202113,2021-04-03,375,RJ,Valença,3306107,city,2362,3072.76015,17,79,4,0.0334,76869,False,False
202113,2021-04-03,321,RJ,Varre-Sai,3306156,city,1711,15406.0868,2,5,0,0.0029,11106,False,False
202113,2021-04-03,346,RJ,Vassouras,3306206,city,1661,4479.14139,5,32,0,0.0193,37083,False,False
202113,2021-04-03,376,RJ,Volta Redonda,3306305,city,22473,8202.18404,142,587,14,0.0261,273988,False,False
202113,2021-04-03,395,RJ,,33,state,657139,3784.01387,3935,37629,411,0.0573,17366189,False,False
202113,2021-04-02,369,RJ,Angra dos Reis,3300100,city,11473,5541.33421,0,358,0,0.0312,207044,False,False
202113,2021-04-02,345,RJ,Aperibé,3300159,city,352,2957.73464,0,15,0,0.0426,11901,False,False
202113,2021-04-02,365,RJ,Araruama,3300209,city,4088,3044.09016,0,175,0,0.0428,134293,False,False
202113,2021-04-02,353,RJ,Areal,3300225,city,538,4246.58616,0,22,0,0.0409,12669,False,False
202113,2021-04-02,354,RJ,Armação dos Búzios,3300233,city,3030,8788.46767,0,29,0,0.0096,34477,False,False
202113,2021-04-02,367,RJ,Arraial do Cabo,3300258,city,534,1745.49734,0,12,0,0.0225,30593,False,False
